id	species	gene_names	gene_synonyms	description	term_ids	sources
527	ath	At2g40190|LEW3|AT2G40190	AT2G40190|LEW3|LEAF WILTING 3|T7M7.7|T7M7_7	Collapsed xylem. Dwarf. Low cellulose levels. Reduced fertility. Wilted leaves. Dwarf. Wilted leaves. Reduced fertility. Collapsed xylem. Low cellulose levels.  leaf-wilting. when grown at 21-22C, mutant plants are smaller, have shorter siliques and are less fertile than the wild-type plants.  Growth phenotype is partially rescued at higher temperatures (25-26C). collapsed xylem with reduced cellulose content. more sensitive to osmotic stress and ABA.	PO:0005352|PATO:0001478|PO:0000003|PATO:0000969|PATO:0001163|CHEBI:18246|PATO:0001834|PO:0009025|PATO:0002461|GO:0006487|GO:0006970|GO:0005789|GO:0009737|GO:0009832|PO:0000293	Plant PhenomeNET|TAIR
528	ath	At1g55490|Cpn60{beta}|AT1G55490|CPN60B|chaperonin 60 beta	AT1G55490|CPN60B|LEN1|Cpn60beta1|CPNB1|chaperonin 60 beta|LESION INITIATION 1|chaperonin-60beta1|T5A14.11|T5A14_11|CPN60BETA|AT1G55490.1|AT1G55490.2	Dwarf. Sensitive to high temperature. Variegated leaves under short days. Wrinkled leaves. Dwarf. Wrinkled leaves. Variegated leaves under short days. Sensitive to high temperature.  Lesions on leaves, systemic acquired resistance.	PO:0000003|PATO:0000969|GO:0009408|PATO:0001551|EO:0007319|PO:0009025|PATO:0001533|EO:0007200|PATO:0001810|GO:0022626|GO:0010319|GO:0009507|GO:0009409|GO:0009570|GO:0005886|GO:0009941|GO:0009627|GO:0016020|GO:0008219|GO:0006457|GO:0005515|GO:0051085|GO:0048046|PO:0000282|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0006339|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131|PO:0001170	Plant PhenomeNET|TAIR
529	ath	At3g57860|OSD1|AT3G57860|UVI4-LIKE	AT3G57860|UVI4-LIKE|OSD1|GIG1|UV-B-insensitive 4-like|OMISSION OF SECOND DIVISION|GIGAS CELL 1|T10K17.70	Dyad pollen. Increased ploidy levels. Dyad pollen. Increased ploidy levels.  produces diploid gametes by skipping the second meiotic division. No double homozygous mutants recovered. In reciprocal crosses both pans1/+ osd1/+ F1 plants were obtained indicating that both male and female pans1 osd1 gametes are viable and functional and that therefore the synthetic lethality is a sporophytic pheno- type. However in the pans1/+ osd1/+ X WT cross, there is a small but significant reduction in seed set (6.9 ± 1.3 missing seeds per silique) when compared to wild type.	GO:0007142|PO:0009066|PATO:0000911|GO:0090485|PATO:0001236|PATO:0000460|GO:0005515|GO:0007113|GO:0040020|GO:0007088|GO:0005634|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
530	zma	GRMZM2G104925|fea2	fea2-0::Mu8	Ear broadened. Ear tip flattened. increase in the number of rows of seeds on the ear. ear floret numbers increased. Ear meristem overproliferation. Ear broadened and flattened at tip, usually causing an increase in the number of rows, but can often be disorganized,  Meristem overproliferation,.	PO:0020136|PATO:0000600|PATO:0002254|PATO:0002002|PO:0006354|GO:0048589|PO:0006375|PATO:0000912	Plant PhenomeNET
531	zma	GRMZM2G081554|an1	an1-891339::Mu2|an1|MaizeGDB:GRMZM2G081554	Producing both bisexual and male flowers on the same plant. Synonym: andromonoecious. Ear florets are hermaphroditic. most easily observed in unfertilized ear. Dwarf. tassel branches few. short leaves. compact leaves. broad leaves. leaf width excess. The plant is shorter.  internode elongation reduced. Ear florets are hermaphroditic. most easily observed in unfertilized ear. Dwarf. Responds to gibberellins. Anthers in tassel remain in glumes, tassel branches few. Producing both bisexual and male flowers on the same plant. Synonym: andromonoecious.      short, compact, broad leaves, andromonoecious. responds to gibberellins. The leaf blade is broader than wild type sibs. The plant is shorter, due to less internode elongation.	PO:0000003|PATO:0001894|PATO:0000460|PO:0006354|PATO:0002002|PO:0009066|PATO:0000569|PO:0020126|PATO:0002001|PO:0006323|PO:0009025|PATO:0000574|PATO:0000587|PATO:0000600|PO:0020142|GO:0001763|GO:0009686|GO:0009905	Plant PhenomeNET|MaizeGDB
532	zma	GRMZM2G042992|rel2	rel2-04Mo-A619xB73GN-114	Ear with few kernels if any. Ear with few kernels if any.	PO:0020136|PATO:0002001|PO:0009001	Plant PhenomeNET
533	ath	At2g31260|APG9|AT2G31260	AT2G31260|APG9|ATAPG9|ATG9|autophagy 9|F16D14.10|F16D14_10	Early chlorosis under nitrogen starvation. Reduced fertility under nitrogen starvation. Early chlorosis and reduced fertility under nitrogen starvation.  Delayed ICL (isocitrate lyase) degradation in hypocotyls. Autophagic flux is not fully compromised. Early chlorosis and reduced seed set under nitrogen starvation.	PO:0000003|PATO:0002251|EO:0001050|PATO:0001834|GO:0006914|GO:0050832|PO:0009005|PO:0009025|PO:0009046|PO:0009047|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
534	gmx	Glyma01g36600|E2-1		Early flowering. Early Flowering.	PO:0007016|PATO:0000694|EO:0007199|GO:0010228	Plant PhenomeNET
535	gmx	Glyma19g41210|E3-1		Early flowering. Reduced far-red photo-reception.	PO:0007016|PATO:0000694|EO:0007199|GO:0042752|PATO:0001236|PATO:0000460|GO:0031516|PATO:0001552	Plant PhenomeNET
536	gmx	Glyma06g23026|E1-1		Early flowering under long days. Photoperiod insensitivity. Early flowering.	GO:0007623|PATO:0002323|PATO:0000460|EO:0007199|GO:0048587|PATO:0001236	Plant PhenomeNET
537	gmx	Glyma16g04830|GmFT5-A		Early flowering. Photoperiod insensitivity. Early Flowering.	PO:0007016|PATO:0000694|EO:0007199|GO:0010228|GO:0048587|PATO:0001236|PATO:0000460|EO:0007200	Plant PhenomeNET
538	gmx	Glyma16g26660|GmFT2-A		Early flowering. Photoperiod insensitivity.	PO:0007016|PATO:0000694|EO:0007199|GO:0048587|PATO:0001236|PATO:0000460|EO:0007200	Plant PhenomeNET
539	ath	At1g30970|SUF4|AT1G30970	AT1G30970|SUF4|suppressor of FRIGIDA4|F17F8.14	Early flowering.  Similar delays in flowering in short days and similar acceleration of flowering by vernalization as Col. Early flowering almost identical to Col, which is a fri null, and did not display any other morphological alterations. Slight increase in delay in flowering under LD conditions compared to co-1 single mutant. Shorter delay in flowering time under LD conditions compared to single mutant fca-9. Flowering time similar to that of the flc-3 single mutant in both LD and SD conditions. Increased delay in flowering time compared to both parental single mutants. Intermediate delay in flowering time compared to both single mutants. Delay in flowering intermediate between that observed in the two parental single mutants. Slight increase in delay in flowering under LD conditions compared to soc1-2 single mutant. Suppress the FRI late flowering phenotype.  Reduced H3K4 trimethylation at FLC locus.	GO:0010228|PATO:0000694|GO:0051568|GO:0006355|GO:0005634|GO:0003677|GO:0009910|GO:0046982|GO:0005515|GO:0042803|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000025|PO:0000014|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
540	ath	At1g52230|PSAH2|AT1G52230|photosystem I subunit H2	AT1G52230|PSAH2|PSAH-2|PSI-H|photosystem I subunit H2|PHOTOSYSTEM I SUBUNIT H-2|F9I5.11|F9I5_11|PHOTOSYSTEM I REACTION CENTER SUBUNIT VI-2|AT1G52230.1	Early flowering.  Double mutants were intermediate in mean size when compared with the corresponding single mutants. No drop in total Chl levels. The level of the xanthophyll cycle pigments (VAZ-pool) was higher than in WT plants. Phenotype not described. 70% of the WT level of PSI-H is still present in mutant plants. . Mutant plants were, in average, larger than the WT. Under long-day conditions, mutant plants flowered 3 d earlier than wild type.	GO:0010228|PATO:0000694|GO:0009535|GO:0010287|GO:0009534|GO:0009735|GO:0003674|GO:0009507|GO:0016020|GO:0009579|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
541	ath	At1g73840|ESP1|AT1G73840	AT1G73840|ESP1|ENHANCED SILENCING PHENOTYPE 1|F25P22.26|F25P22_26	Early flowering.  Early flowering, normal stature and leaf morphology. Two- to three-fold fewer of the endogenous PDS mRNA than in the wild-type plants and 10- to 50-fold higher levels of PDS siRNA.	GO:0010228|PATO:0000694|GO:0035194|GO:0006396|GO:0003674|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
542	ath	At2g22540|SVP|AT2G22540	AT2G22540|SVP|AGL22|FAQ1|SHORT VEGETATIVE PHASE|AGAMOUS-like 22|Flowering Arabidopsis QTL1|F14M13.6|F14M13_6|AT2G22550	Early flowering.  Frequently (70% of double mutant flowers) sepals were fused and they showed carpelloid features, including stigmatic papillae and multiple ovules developed along the margin of each organ. The double mutant has the same flowering time as the svp single mutant. Under standard growing conditions (22°C), only the first three flowers of the double mutant were affected. These flowers had a reduced number of organs. In particular, this reduction concerned the second and third floral whorls that produced three petals and five stamens, whereas wild-type Arabidopsis thaliana flowers have four petals and six stamens. Furthermore, some flowers showed homeotic conversion of sepals into petaloid organs. . When double mutant plants were grown at a higher temperature (>30°C), almost all flowers (90%) were severely affected in contrast with wild-type and single mutant plants that showed no floral phenotype. The double mutant flowers exhibited variable floral defects, and all produced a reduced number of organs. The triple mutant displayed proliferating inflorescence meristems in positions that would normally be occupied by flowers. This phenotype is very similar to the ap1-1 cal-1 double mutant phenotype. However, the mutant formed a few flower meristems that produced  stamens and carpels. The triple mutant also showed increased levels of the FUL mRNA in the inflorescences  when compared with wild-type (five-fold) and the ap1-1 cal double mutant (two-fold). Unlike the agl24-2 svp-41 double mutant, where severe phenotypes similar to the lug mutant were only observed when plants were grown at 30°C, in the ap1-12 agl24-2 svp-41 triple mutant, severe lug-type phenotypes were observed under normal growing conditions (22°C). . Early flowering, especially at 16 degrees C.  Almost identical flowering times at 23 degrees C and 16 degrees C, suggesting in insensitivity to changes in ambient growth temperature. Recessive mutants have early flowering phenotype. In long days (16 hours) flowers after about 10 leaves as compared to Col siblings which flower after 15 leaves. Truncates vegetative phase. Makes trichomes early.	GO:0010228|PATO:0000694|GO:0005515|GO:0048438|GO:0010076|GO:0009266|GO:0009910|GO:0000900|GO:0003700|GO:0045892|GO:0010582|GO:0005634|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
543	ath	At2g28550|TOE1|AT2G28550|RAP2.7	AT2G28550|RAP2.7|TOE1|related to AP2.7|TARGET OF EARLY ACTIVATION TAGGED (EAT) 1|T17D12.11|T17D12_11	Early flowering.  Early flowering. precocious production of abaxial trichomes.	GO:0010228|PATO:0000694|GO:0009887|GO:0006355|GO:0003677|GO:0003700|GO:0005634|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009025|PO:0009046|PO:0009047|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000293|PO:0001054|PO:0001078|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611	Plant PhenomeNET|TAIR
544	ath	At2g39810|HOS1|AT2G39810|HIGH EXPRESSION OF OSMOTICALLY RESPONSIVE GENES 1	AT2G39810|HOS1|ESD6|HIGH EXPRESSION OF OSMOTICALLY RESPONSIVE GENES 1|EARLY IN SHORT DAYS 6|T5I7.11|T5I7_11|AT2G39810.1	Early flowering.  Enhanced gene expression in response to low-temperature conditions. plants are less cold hardy than the wild type. nonetheless, after 2 days of cold acclimation, plants acquired the same degree of freezing tolerance as did the wild type. early flowering and constitutively vernalized. plants are smaller, with fewer leaves, shorter siliques and less vigorous than wild type. kanamycin resistant (30mg/L). Early flowering, enhanced induction of cold-responsive genes.	GO:0010228|PATO:0000694|GO:0016567|GO:0009409|GO:0045892|GO:0005737|GO:0005634|GO:0004842|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000005|PO:0020094|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
545	ath	At2g44170|NMT2|AT2G44170	AT2G44170|NMT2|ATNMT2|N-myristoyltransferase 2|ARABIDOPSIS N-MYRISTOYLTRANSFERASE 2|F6E13.30	Early flowering.  delay in flowering.	GO:0010228|PATO:0000694|PO:0000037|PO:0009005|PO:0009009|PO:0009010|PO:0009025|PO:0009031|PO:0009046|PO:0009047|PO:0009052|PO:0025022|PO:0001078|PO:0001081|PO:0004507|PO:0007611|PO:0007616|PO:0007057	Plant PhenomeNET|TAIR
546	ath	At4g25000|AMY1|AT4G25000|alpha-amylase-like	AT4G25000|ATAMY1|AMY1|alpha-amylase-like|F13M23.140|F13M23_140|AT4G25000.1	Early flowering.  Phenotype not described. Alpha-amylase deficient.	GO:0010228|PATO:0000694|GO:0009737|GO:0004556|GO:0009739|GO:0048046|GO:0005576|PO:0000013|PO:0000230|PO:0008019|PO:0009009|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0020030|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009001|PO:0009010|PO:0020001|PO:0020023|PO:0000293|PO:0001054|PO:0001078|PO:0001185|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
547	ath	At5g04240|ELF6|AT5G04240	AT5G04240|ELF6|EARLY FLOWERING 6|F21E1.160|F21E1_160	Early flowering.  elf6-3 mutant seedlings do not have any obvious aberrant phenotypes under light-grown conditions, but they do have an early flowering phenotype. Adult plants have reduced cell elongation, manifested in a ~30% reduction in leaf petiole length, but their leaf width is similar to wild-type. The transcript levels of some BR-regulated genes are moderately reduced in elf6-3 mutants. H3K9me3 levels are elevated immediately upstream of the BR-responsive TCH4 gene in elf6-3 mutants. elf6-3 mutants flower earlier than wild type plants under long- and short-day conditions. elf6-1 mutants flower earlier than wild-type plants under long- and short-day conditions. elf6-4 mutants flower earlier than wild type plants under long- and short-day conditions.	GO:0010228|PATO:0000694|GO:0005634|GO:0006355|GO:0048579|GO:0005515|GO:0033169|GO:0009826|GO:0048577|GO:0009741|PO:0009025|PO:0020030|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
548	ath	At5g10140|FLC|AT5G10140	AT5G10140|FLC|FLF|AGL25|RSB6|FLOWERING LOCUS C|FLOWERING LOCUS F|AGAMOUS-like 25|REDUCED STEM BRANCHING 6|T31P16.130|T31P16_130|MADS BOX PROTEIN FLOWERING LOCUS F	Early flowering.  variation in flowering time, height = 40-45 cm. not late flowering alone. when combined with FRI or ld, confers extreme late flowering and strong response to vernalization. After 12 wk vernalization FLC levels increased after 30 d growth post-cold. After 6 wk of cold, FLC levels were lower than those observed at 4 wk. After 6 wk vernalization, Lov-1 flowered earlier than Ull-2-5, suggesting that Lov-1 might be insensitive to short periods of cold but then respond quickly after that. FLC levels decreased during cold treatment but then increased significantly after the plants were returned to 23°C. . Medium to large size of rosettes with numerous leaves, early leaves have leaf margins irregularly serrated, later leaves have leaf margins almost smooth, late flowering (vernalization at rosette stage may promote earlier flowering), dark-green plants with numerous aerial rosettes, height=56-66 cm. While FLC decreased in Lov-1 plants over a 4-wk cold period, flowering time was not accelerated. . Accelerated flowering by 2 weeks vernalization.  Flowering time variation between accessions  was maximal after 4 wk vernalization. FLC levels return to a moderately high level after 4 wk vernalization. Large rosettes with numerous oval-shape leaves, elongated petiols, asymmetric and contorted leaf surfaces, leaf margins smooth, late flowering (vernalization at rosette stage may promote earlier flowering), dark-green plants, height=50-60 cm. Despite responding to 4 wk of cold, Var-2-6 and Ull-2-5 still flowered late after >6 wk of cold. i.e., the vernalization response was relatively slow. Large  rosettes with numerous  large leaves, leaves with rounded tips, leaf margins irregularly serrated,  late flowering (vernalization at rosette stage may promote earlier flowering), dull greyish dark-green  plants (slightly more pubescent than normal), height=45-55cm. After 4 wk vernalization, FLC levels had increased (by 30 d after transfer to 23°C) to the same level as nonvernalized plants. . Flowered extremely late after 8 wk vernalization and required at least 14 wk of cold to fully saturate the vernalization requirement. Large  rosettes with numerous leaves, leaf margins serrated, late flowering (vernalization at rosette stage may promote earlier flowering), dark -green plants, height= 42-48 cm. Plants did flower after 4 wk vernalization but considerably later than H51. Large rosettes with numerous leaves, elongated leaves with narrow appearance, leaf margins slightly serrated, late flowering (vernalization at rosette stage may promote earlier flowering), height = 40-50 cm. After 4 wk vernalization, the repression of FLC expression was maintained. increased FLC mRNA, late flowering. reduced FLC mRNA, early flowering. The double mutant responded less to vernalization than either single mutant. Extreme acceleration of flowering time. No additive effect on flowering time. Early flowering. Wild-type phenotype restored. early flowering in short days. Late flowering in both long- and short-day growth conditions but retain a normal response to photoperiod compared to wild type. Normal flowering response under long and short days. Loss of flc supresses the phenotype of hlp1-1. Late flowering. Flowers later than flc3 single mutant but earlier than ldl1/ldl2 double mutant. Flowering time similar to that of the flc-3 single mutant in both LD and SD conditions.	GO:0010228|PATO:0000694|GO:0003700|GO:0010048|GO:0042752|GO:0043234|GO:0009266|GO:0009910|PO:0000037|PO:0009005|PO:0009010|PO:0009031|PO:0009046|PO:0020030|PO:0020100|PO:0025022|PO:0009013|PO:0000025|PO:0009009|PO:0009066|PO:0020021|PO:0000293|PO:0001078|PO:0007611|PO:0007057|PO:0025374	Plant PhenomeNET|TAIR
